time, id1, id2, amount, message
2016-11-02 09:49:30, 61934, 61918, 17.83, 🎧Dinner and a Movie 🎧 
2016-11-02 09:49:30, 73412, 13235, 16.45, 🍻 
2016-11-02 09:49:30, 5505, 45155, 15.64, DAC 
2016-11-02 09:49:30, 47369, 47351, 22.17, MOVIE NIGHT 
2016-11-02 09:49:30, 53558, 34602, 30.54, 🤗 
2016-11-02 09:49:30, 2664, 2410, 5.58, Pure Flo 💦💧 
2016-11-02 09:49:30, 52910, 11794, 19.21, ❤️ 
2016-11-02 09:49:30, 51673, 9150, 41.02, 韩料 
2016-11-02 09:49:30, 53256, 20815, 49.81, 😐 
2016-11-02 09:49:30, 65575, 20874, 27.05, Spectre 
2016-11-02 09:49:30, 35532, 16200, 18.18, Sebastian Vera NYE 
2016-11-02 09:49:30, 47201, 5841, 24.88, Dumplings man 
2016-11-02 09:49:30, 32426, 16546, 5.09, 🏠 
2016-11-02 09:49:30, 733, 18444, 22.61, 💞 barb 
2016-11-02 09:49:30, 75809, 77239, 2.15, Internet up to July 10 
2016-11-02 09:49:30, 14649, 37675, 30.28, Go Green! 🤑👒🌵 
2016-11-02 09:49:30, 74366, 5909, 34.22, 😋 
2016-11-02 09:49:30, 61608, 42899, 39.94, Yay yay' 
2016-11-02 09:49:30, 49940, 7453, 29.27, 🍕 
2016-11-02 09:49:30, 77090, 73886, 17.16, Saturday slam 
2016-11-02 09:49:30, 19469, 60392, 14.99, 👲🏼🍜🍚 
2016-11-02 09:49:30, 69936, 15531, 35.90, Grandma 
2016-11-02 09:49:30, 76098, 62168, 14.87, I calculated this but let me know if u think I owe u more 
2016-11-02 09:49:30, 11137, 398, 16.91, 👕 
2016-11-02 09:49:30, 13386, 20052, 5.25, Sonic 
2016-11-02 09:49:30, 38607, 3812, 10.22, 🚚 
2016-11-02 09:49:30, 66382, 54351, 37.53, 🏠 
2016-11-02 09:49:30, 44092, 32344, 11.42, Grocery foods 
2016-11-02 09:49:30, 29773, 58600, 17.37, Buckets 
2016-11-02 09:49:30, 20866, 6306, 16.22, Alitas and memorias 
2016-11-02 09:49:30, 42975, 8267, 32.98, 😂🍮🤖🐰😍🐖😀 
2016-11-02 09:49:30, 14878, 243, 7.20, 🚖 + 🍸 
2016-11-02 09:49:30, 57044, 31764, 29.73, For tix 
2016-11-02 09:49:30, 61681, 7705, 22.63, 🍕 
2016-11-02 09:49:30, 4783, 19807, 20.93, 🍾 
2016-11-02 09:49:30, 50361, 3067, 37.82, Thanks! 
2016-11-02 09:49:30, 22763, 1098, 5.50, Dues 
2016-11-02 09:49:30, 12705, 9104, 29.58, 🔥🎾⚾️🏀⚽️ 
2016-11-02 09:49:30, 67944, 44283, 12.00, Moneeeyyyy 
2016-11-02 09:49:30, 51118, 75700, 22.79, 🍺🍺🍺🍻#poolsnacks 
2016-11-02 09:49:30, 16808, 17750, 18.74, 😄 
2016-11-02 09:49:30, 69812, 28412, 2.59, 📺💸 
2016-11-02 09:49:30, 51857, 8337, 13.47, Lunch was on me 
2016-11-02 09:49:30, 23275, 4675, 2.10, Food 
2016-11-02 09:49:30, 23504, 1219, 33.48, 💻💸 
2016-11-02 09:49:30, 2330, 60605, 21.51, Pretzel with salt. 👏🏻👼⚾️ 
2016-11-02 09:49:30, 59899, 13197, 20.20, 🎉🎉 
2016-11-02 09:49:30, 65355, 19046, 26.42, PARKING!!?????? ☃🍄🎍🐩 
2016-11-02 09:49:30, 38796, 38777, 6.46, Deposit 
2016-11-02 09:49:30, 12161, 1462, 22.53, Weed n brews 
2016-11-02 09:49:30, 22905, 22907, 17.96, Them some 
2016-11-02 09:49:30, 1714, 558, 7.45, 🍱 
2016-11-02 09:49:30, 22636, 21527, 6.58, 🍺 
2016-11-02 09:49:30, 75977, 13904, 6.90, let 
2016-11-02 09:49:30, 27552, 51610, 3.52, The man with the plan 
2016-11-02 09:49:30, 67175, 9099, 16.28, 🍳☕ 
2016-11-02 09:49:30, 37115, 19737, 20.98, 💧 
2016-11-02 09:49:30, 60842, 13929, 8.15, Spectre 
2016-11-02 09:49:30, 74186, 9997, 11.34, Say two words 
2016-11-02 09:49:30, 17830, 73138, 9.16, 🎀 
2016-11-02 09:49:30, 4651, 377, 10.92, 🎁🚗 
2016-11-02 09:49:30, 75969, 60673, 12.17, Miss Lily's 💃🏽 
2016-11-02 09:49:30, 18035, 498, 27.91, Pdqqq 
2016-11-02 09:49:30, 63406, 20043, 29.61, ⛽ 
2016-11-02 09:49:30, 47401, 57673, 30.64, For da stripers 
2016-11-02 09:49:30, 35077, 75696, 24.88, Thank you so much you're a homie 
2016-11-02 09:49:30, 67983, 26498, 39.75, Right back atcha 
2016-11-02 09:49:30, 67586, 23021, 20.98, Movie 🎫 
2016-11-02 09:49:30, 73757, 63183, 13.07, Doof backwards 
2016-11-02 09:49:30, 40186, 4454, 11.88, Pats tix 
2016-11-02 09:49:30, 33671, 47122, 23.40, m 
2016-11-02 09:49:30, 47021, 12272, 48.57, Hotel and show tickets 
2016-11-02 09:49:30, 17777, 516, 26.21, And another one 🌴 
2016-11-02 09:49:30, 60587, 33727, 44.32, For u being rlly slutty n' stuff 
2016-11-02 09:49:30, 57222, 67934, 32.93, Wings 
2016-11-02 09:49:30, 45438, 5431, 21.85, Wet shoes 
2016-11-02 09:49:30, 68484, 25070, 9.16, A new Hamstring 
2016-11-02 09:49:30, 4475, 3510, 20.46, Starbucks 
2016-11-02 09:49:30, 38097, 2258, 5.93, 🍱 
2016-11-02 09:49:30, 60207, 71077, 37.67, 🇨🇳 food 
2016-11-02 09:49:30, 59292, 2092, 15.46, Nov1groc 
2016-11-02 09:49:30, 4053, 15531, 13.11, 🍜 💩 
2016-11-02 09:49:30, 53734, 48250, 27.88, Condoms 
2016-11-02 09:49:30, 67210, 40403, 22.86, Idk why water still isn't free smh 
2016-11-02 09:49:30, 64819, 17341, 33.19, 🍻 to DFA 
2016-11-02 09:49:30, 60882, 34468, 17.79, DEM paddles 
2016-11-02 09:49:30, 64268, 47850, 37.18, ABP munchies & what not 
2016-11-02 09:49:30, 39515, 7962, 9.05, 5 
2016-11-02 09:49:30, 16736, 68689, 30.68, Ignorance = bliss 
2016-11-02 09:49:30, 23188, 23189, 23.12, 전기세 
2016-11-02 09:49:30, 33198, 2705, 19.14, Sco run 
2016-11-02 09:49:30, 6402, 7175, 22.63, Chipotle 
2016-11-02 09:49:30, 55306, 10132, 9.34, 🤑 
2016-11-02 09:49:30, 25813, 1523, 16.39, Breafast 
2016-11-02 09:49:30, 11985, 40688, 3.44, Cosobitchbaby 
2016-11-02 09:49:30, 35555, 8941, 30.31, Tequila 🎉 
2016-11-02 09:49:30, 43202, 4963, 37.48, 🚕 
2016-11-02 09:49:30, 76552, 67099, 24.88, Edc rulez 
2016-11-02 09:49:30, 22262, 32509, 30.29, A turning point in our friendship 
2016-11-02 09:49:30, 167, 12306, 4.19, Legit foodies 🦀🦀🦀🦀 
2016-11-02 09:49:30, 50084, 21012, 8.72, 😉 
2016-11-02 09:49:30, 61629, 14880, 25.74, Domo Arigatou Mr. Robata 
2016-11-02 09:49:30, 28072, 1874, 17.64, 🍹🍺🍸🍷🍹 
2016-11-02 09:49:30, 8779, 20507, 31.86, Dinner -Lindsay 
2016-11-02 09:49:30, 6583, 34, 27.71, game. blouses. 
2016-11-02 09:49:30, 66019, 31574, 9.29, French fries lol 
2016-11-02 09:49:30, 19578, 15, 33.17, After hours entrance 😱 
2016-11-02 09:49:30, 26710, 41730, 19.80, Cutting room xo 
2016-11-02 09:49:30, 53883, 16293, 18.94, Food 
2016-11-02 09:49:30, 7111, 17692, 15.65, 🍕 
2016-11-02 09:49:30, 40900, 45234, 12.73, Being a 🍸 
2016-11-02 09:49:30, 43397, 13110, 24.43, Oona! 
2016-11-02 09:49:30, 26382, 5643, 11.68, Charleston! 
2016-11-02 09:49:30, 7702, 21192, 14.03, Rent / Internet / Electric 
2016-11-02 09:49:30, 6766, 34, 34.70, ⛳️ 
2016-11-02 09:49:30, 19662, 30451, 30.62, 🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱 
2016-11-02 09:49:30, 7543, 34330, 2.97, 🌻🌺🌼🌷🌹💐💐💐💐 
2016-11-02 09:49:30, 18724, 27957, 20.13, wutuhbooger 
2016-11-02 09:49:30, 46296, 28665, 36.72, 🍾🍷🎉 
2016-11-02 09:49:30, 14501, 23297, 37.34, Hot hot hot. 
2016-11-02 09:49:30, 61461, 14692, 3.50, 🍻 
2016-11-02 09:49:30, 34199, 9823, 28.32, da pool u dig ?¿ 
2016-11-02 09:49:30, 56511, 10736, 27.22, 🍰🍦🐠 and all that other stuff i owe u... Take my money pls 💵💵 
2016-11-02 09:49:30, 329, 19104, 36.71, Uber 
2016-11-02 09:49:30, 70197, 70201, 12.88, Ten dolla, no holla 
2016-11-02 09:49:30, 44891, 9794, 7.65, Camping, 0.20 fire potion, and hammy ham 
2016-11-02 09:49:30, 45068, 18144, 22.47, Grubbary 
2016-11-02 09:49:30, 53605, 376, 29.20, 👠 
2016-11-02 09:49:30, 62982, 16123, 15.76, 🍦 
2016-11-02 09:49:30, 59006, 12609, 9.17, Charter 
2016-11-02 09:49:30, 27370, 18335, 22.44, Pay now 
2016-11-02 09:49:30, 15122, 30226, 15.15, Simply Apple 
2016-11-02 09:49:30, 50469, 7717, 44.38, 🍕🍕🍕 
2016-11-02 09:49:30, 67690, 25781, 31.71, Food 
2016-11-02 09:49:30, 73128, 40680, 32.75, #shegottaMANdonas sleepover 👯 👯 🎉 
2016-11-02 09:49:30, 12121, 12310, 24.26, 🤖 
2016-11-02 09:49:30, 1436, 394, 14.60, 👕👕 
2016-11-02 09:49:30, 70932, 31796, 14.86, Chip 
2016-11-02 09:49:30, 5543, 11782, 25.13, Guac 
2016-11-02 09:49:30, 43402, 55473, 31.22, ⛽ 
2016-11-02 09:49:30, 26305, 15706, 13.59, Tofu 
2016-11-02 09:49:30, 11836, 5530, 31.62, Picassos rejects 
2016-11-02 09:49:30, 67213, 4904, 20.01, 🚕 🐘 
2016-11-02 09:49:30, 1318, 19858, 34.33, ⛽️ 
2016-11-02 09:49:30, 37603, 3450, 13.73, 。 
2016-11-02 09:49:30, 68110, 46147, 22.03, 😊 
2016-11-02 09:49:30, 30, 1609, 11.19, 🚃 
2016-11-02 09:49:30, 24991, 19672, 29.93, Session.. young vous 
2016-11-02 09:49:30, 24392, 18768, 11.09, Vanessa 
2016-11-02 09:49:30, 63601, 16463, 41.10, Foooood 
2016-11-02 09:49:30, 35806, 4072, 22.07, Hello 
2016-11-02 09:49:30, 72708, 21018, 28.54, 👻 
2016-11-02 09:49:30, 71190, 7340, 12.77, 🌮🔥🎉 
2016-11-02 09:49:30, 7084, 202, 19.33, iuro 
2016-11-02 09:49:30, 61319, 28063, 15.29, Phil 😢 
2016-11-02 09:49:30, 61239, 14388, 31.18, Suns 50/50 :) 
2016-11-02 09:49:30, 66151, 14735, 30.96, Miss you already ❤️ 
2016-11-02 09:49:30, 42086, 3255, 39.48, ☕️ 
2016-11-02 09:49:30, 69556, 3882, 23.83, Uber back home 
2016-11-02 09:49:30, 31002, 2456, 28.39, PEN15 club 
2016-11-02 09:49:30, 53625, 9190, 8.82, Pledge 🍕 
2016-11-02 09:49:30, 41755, 12768, 9.36, Exxxpresso 
2016-11-02 09:49:30, 71263, 41645, 12.23, Putt-putt your money where your mouth is 
2016-11-02 09:49:30, 51916, 8359, 33.06, 💪🏽 
2016-11-02 09:49:30, 9287, 16774, 18.53, 🐪 
2016-11-02 09:49:30, 39432, 39433, 24.44, Teddy 
2016-11-02 09:49:30, 71978, 23310, 26.78, Beer can chicken baby 
2016-11-02 09:49:30, 44070, 23501, 11.67, For tonight 
2016-11-02 09:49:30, 26325, 4985, 21.96, 📞 
2016-11-02 09:49:30, 41470, 3439, 20.97, 😛😛😛 
2016-11-02 09:49:30, 43194, 724, 24.00, 🍴 
2016-11-02 09:49:30, 22328, 35240, 26.53, 🍺🍻🍻🍻🍺🍺🍺🍻🍻🍺🍺🍺TTFU 
2016-11-02 09:49:30, 51817, 37922, 28.54, Beer and tip! 
2016-11-02 09:49:30, 22944, 4530, 22.45, Angelina's gift. A little late but better than never 😀 
2016-11-02 09:49:30, 76502, 66570, 8.22, Za 
2016-11-02 09:49:30, 40573, 28798, 5.26, chegg 😋 
2016-11-02 09:49:30, 5645, 20, 34.92, Water from a long time ago 
2016-11-02 09:49:30, 59516, 12879, 18.25, Running Stop Signs. 
2016-11-02 09:49:30, 65435, 55441, 25.30, 😏 
2016-11-02 09:49:30, 556, 835, 19.16, 💡💰 
2016-11-02 09:49:30, 4682, 44867, 22.28, Thanks for being 21 
2016-11-02 09:49:30, 21960, 975, 26.55, Can't believe you hooked up with a high schooler 
2016-11-02 09:49:30, 22955, 1120, 12.16, Stuff 
2016-11-02 09:49:30, 43367, 66733, 17.16, Everybody drinks 
2016-11-02 09:49:30, 76320, 55133, 27.08, Noms 
2016-11-02 09:49:30, 31342, 2481, 13.54, Rent back 
2016-11-02 09:49:30, 30487, 29431, 18.86, Corndogs 
2016-11-02 09:49:30, 66383, 38817, 16.45, Nye ride 
2016-11-02 09:49:30, 47238, 5853, 19.12, bbq 
2016-11-02 09:49:30, 44272, 5269, 22.57, Bills 
2016-11-02 09:49:30, 20947, 40116, 12.09, 😏😏😏 
2016-11-02 09:49:30, 71615, 9883, 32.66, Trappin 
2016-11-02 09:49:30, 10361, 2410, 13.27, 🌊 
2016-11-02 09:49:30, 42773, 5855, 32.72, Jingle Jammin 🎁🎄 
2016-11-02 09:49:30, 7197, 34, 4.99, Paper towels 
2016-11-02 09:49:30, 60204, 60203, 18.09, Strips 
2016-11-02 09:49:30, 57512, 18521, 13.48, Proletariat 
2016-11-02 09:49:30, 16325, 16334, 6.47, 🤑🤑🤑 
2016-11-02 09:49:30, 15475, 11604, 20.17, Café olé 
2016-11-02 09:49:30, 17150, 62225, 1.67, Big dog gotta eat 
2016-11-02 09:49:30, 35998, 3081, 22.06, Blast for mass hammered 
2016-11-02 09:49:30, 62935, 26632, 19.11, 🚙💰🔫 
2016-11-02 09:49:30, 65834, 66766, 33.87, Bite o Seattle 
2016-11-02 09:49:30, 21007, 53339, 27.18, Doorknob 
2016-11-02 09:49:30, 38770, 3882, 24.91, June Verizon bill due July 15 
2016-11-02 09:49:30, 13779, 60869, 21.89, Fantasy football league dues 
2016-11-02 09:49:30, 50019, 30623, 33.45, Saturday funz and lolz 👬 
2016-11-02 09:49:30, 15511, 32691, 4.07, Oi-sters + booze 
2016-11-02 09:49:30, 17137, 8235, 21.69, Visions from the 90s 
2016-11-02 09:49:30, 50562, 7744, 10.88, Pg&e & Comcast 
2016-11-02 09:49:30, 17235, 2813, 18.45, Stuff 
2016-11-02 09:49:30, 2363, 72646, 24.21, 007 tickets for tonight 
2016-11-02 09:49:30, 68910, 14813, 28.24, 💩 
2016-11-02 09:49:30, 42661, 73549, 26.90, Beep beep 
2016-11-02 09:49:30, 77194, 73683, 24.85, 🚕 
2016-11-02 09:49:30, 31350, 2481, 6.94, Patio set 
2016-11-02 09:49:30, 44375, 23575, 17.15, Bachelorette party! 
2016-11-02 09:49:30, 73741, 43640, 9.27, 💩 
2016-11-02 09:49:30, 38004, 1168, 17.88, In n out 
2016-11-02 09:49:30, 60022, 31150, 44.46, ❄️ 
2016-11-02 09:49:30, 3769, 4303, 23.14, Dominos homie 
2016-11-02 09:49:30, 9338, 36961, 17.59, ⚡🔌💡💸 and 💻💸 October 
2016-11-02 09:49:30, 21524, 14395, 15.05, D 
2016-11-02 09:49:30, 34605, 11692, 32.21, 🍿🍷 
2016-11-02 09:49:30, 57835, 11721, 38.23, Being a homie 
2016-11-02 09:49:30, 57469, 11390, 1.22, Black 🗻 
2016-11-02 09:49:30, 16705, 8660, 21.54, Keeping things cold 
2016-11-02 09:49:30, 6395, 3050, 36.58, Maid plus $10 top 
2016-11-02 09:49:30, 11867, 5160, 27.51, dat breakfast tho les goooo 
2016-11-02 09:49:30, 47135, 59208, 10.93, 💪🏽 
2016-11-02 09:49:30, 11399, 8318, 26.20, 🍽 
2016-11-02 09:49:30, 36040, 1824, 26.21, 2 🌲 
2016-11-02 09:49:30, 54005, 50199, 8.85, Stephanie's bills 
2016-11-02 09:49:30, 28902, 25997, 16.01, Buhnaaaa bmmm buhnaaa bmmm buhnaa buh buhnaaa bmmmm buhnaaaa... Doo doo  doo doo *james bond theme* 
2016-11-02 09:49:30, 75238, 54029, 28.82, 🍜🍜🍜🍜🍜😜🍗 
2016-11-02 09:49:30, 53499, 55946, 7.04, 🎉 
2016-11-02 09:49:30, 24589, 24585, 6.45, Pitchforks 
2016-11-02 09:49:30, 34389, 5398, 11.70, Pratt's forehead 
2016-11-02 09:49:30, 1432, 54363, 26.11, 🚗 
2016-11-02 09:49:30, 45498, 26574, 25.60, 🎫 🎵 Alessia babayyyyy 
2016-11-02 09:49:30, 32231, 27591, 41.39, 🚆 
2016-11-02 09:49:30, 58476, 55919, 31.06, the gay stray dogs that licked peanut butter off ur toes 
2016-11-02 09:49:30, 32124, 13739, 31.60, Blue coast 
2016-11-02 09:49:30, 133, 9889, 33.68, Enchiladas!! 
2016-11-02 09:49:30, 47807, 6050, 26.37, Dr pepper 
2016-11-02 09:49:30, 61762, 14987, 23.76, 🍳🍹 Brunch~ 
2016-11-02 09:49:30, 66439, 20803, 25.91, 🍗 
2016-11-02 09:49:30, 42142, 21374, 8.68, Za 
2016-11-02 09:49:30, 28398, 8332, 21.06, Sdkiygkkhhgnnj 
2016-11-02 09:49:30, 44941, 43539, 7.52, Bizz 
2016-11-02 09:49:30, 52430, 11072, 38.20, Canada stuff 
2016-11-02 09:49:30, 43934, 18089, 20.20, 🌚👌🏾👯🙈🍷 
2016-11-02 09:49:30, 1831, 27753, 5.27, Din 
2016-11-02 09:49:30, 58032, 66873, 31.73, 💦💦💦💦💦 
2016-11-02 09:49:30, 30505, 16453, 7.05, 👕 
2016-11-02 09:49:30, 19322, 629, 30.61, 💇 
2016-11-02 09:49:30, 8965, 13087, 29.89, ⛽️⛽️⛽️ 
2016-11-02 09:49:30, 55338, 27002, 17.32, 5 dollar foot long (; 
2016-11-02 09:49:30, 7728, 27253, 14.74, Karaoke 
2016-11-02 09:49:30, 13170, 7832, 24.28, 🍕😘 
2016-11-02 09:49:30, 69980, 28838, 38.91, ⚾️ 
2016-11-02 09:49:30, 43956, 36894, 16.99, Too much 
2016-11-02 09:49:30, 27080, 2739, 24.99, Decisions I regret already 
2016-11-02 09:49:30, 62400, 42737, 32.52, Giftcards 
2016-11-02 09:49:30, 38764, 12166, 24.67, Yum! 
2016-11-02 09:49:30, 19425, 15717, 32.52, $6 for you and $6 for your mija 💃🏼💃🏼💃🏿💃🏾💃🏽 
2016-11-02 09:49:30, 30491, 2366, 21.41, refund 
2016-11-02 09:49:30, 38177, 17317, 28.59, Half of the beer today 🏈🍻 
2016-11-02 09:49:30, 57768, 61368, 25.61, 🍿 
2016-11-02 09:49:30, 74046, 5370, 13.29, T-Mobile Bill as @jaman told you. Thanks a lot :)! 
2016-11-02 09:49:30, 31755, 23658, 22.27, 💧➕⛳️ 
2016-11-02 09:49:30, 26832, 1680, 24.13, 🍪🍪🍪 
2016-11-02 09:49:30, 55958, 10450, 21.50, 👨‍👨‍👦‍👦👨‍👨‍👦‍👦 
2016-11-02 09:49:30, 31208, 17529, 21.66, YA WANT PICKLES 
2016-11-02 09:49:30, 53551, 10031, 20.40, Food 
2016-11-02 09:49:30, 38426, 13771, 18.82, Freebs 
2016-11-02 09:49:30, 14457, 58769, 20.38, yasudah jangan di spam lgi🤓 
2016-11-02 09:49:30, 70785, 33982, 2.00, Flowers for the ever fabulous Lizzy 
2016-11-02 09:49:30, 34066, 2811, 27.31, Unknown sexual pleasures 
2016-11-02 09:49:30, 62319, 24772, 15.17, 🤓 
2016-11-02 09:49:30, 23832, 4390, 20.19, 🍾 
2016-11-02 09:49:30, 14554, 3152, 48.33, 🍣hehe 
2016-11-02 09:49:30, 13690, 217, 6.78, 👒🐄🐓🐖 
2016-11-02 09:49:30, 30182, 5199, 18.83, Disnayyyyy 
2016-11-02 09:49:30, 58404, 35723, 12.12, 😘 
2016-11-02 09:49:30, 21816, 3242, 5.88, Chrystal palace 
2016-11-02 09:49:30, 54955, 28068, 14.04, Liquiddddddd 
2016-11-02 09:49:30, 2330, 30314, 18.47, 🍻 🍺 
2016-11-02 09:49:30, 5936, 37018, 21.55, Hash 
2016-11-02 09:49:30, 62758, 15866, 21.86, Muchas gracias 
2016-11-02 09:49:30, 10715, 58674, 12.02, #FriendsAndStuff 
2016-11-02 09:49:30, 10787, 17592, 28.40, House supplies 
2016-11-02 09:49:30, 45877, 12956, 33.99, Why do I like yachts? 
2016-11-02 09:49:30, 8210, 2816, 15.83, Nachos 
2016-11-02 09:49:30, 9893, 16505, 24.90, 🎈🎈🎈🍺 
2016-11-02 09:49:30, 75817, 59121, 42.32, ♠️♥️♣️♦️ 
2016-11-02 09:49:30, 34751, 2892, 26.36, 🍾 
2016-11-02 09:49:30, 34339, 2837, 38.29, 💩 
2016-11-02 09:49:30, 15748, 305, 32.68, Amy Schumerrrr! 
2016-11-02 09:49:30, 65571, 629, 20.78, Alaska 
2016-11-02 09:49:30, 43630, 8861, 29.43, Etape transport 
2016-11-02 09:49:30, 34551, 5198, 20.43, Helllurrrrrrrrrr 
2016-11-02 09:49:30, 9563, 3630, 6.27, Thank you!! 
2016-11-02 09:49:30, 21262, 46292, 31.90, 🐎 
2016-11-02 09:49:30, 53966, 4897, 21.05, Ride home 
2016-11-02 09:49:30, 8766, 13932, 19.48, Bonding + Dounuts 
2016-11-02 09:49:30, 50939, 13841, 42.28, Clemson game score winnings! 
2016-11-02 09:49:30, 30574, 2379, 21.28, 🎁 
2016-11-02 09:49:30, 20823, 28305, 11.69, River Lodge 🎉 (and the styrofoam cooler I broke) 
2016-11-02 09:49:30, 17355, 45289, 24.47, PLSZSZ 
2016-11-02 09:49:30, 266, 3597, 1.25, "Books" 
2016-11-02 09:49:30, 62820, 15940, 30.22, 😘😘😘 
2016-11-02 09:49:30, 41611, 20406, 32.65, professional lint rolling classes 
2016-11-02 09:49:30, 76085, 62075, 16.06, 👞 
2016-11-02 09:49:30, 2351, 6280, 20.43, Uber after bhangra!👯 
2016-11-02 09:49:30, 66532, 21002, 20.32, 🍕 
2016-11-02 09:49:30, 52767, 74139, 8.67, 🍔🍟👰🏻👩‍❤️‍👩🖖🏼🎅🏿 
2016-11-02 09:49:30, 249, 13920, 20.23, Triple rock $80 tshirt 
2016-11-02 09:49:30, 9038, 6650, 24.97, Protien 
2016-11-02 09:49:30, 772, 5232, 26.29, 🌮🍰🍷🍾🎂 + 🍜 
2016-11-02 09:49:30, 52204, 10502, 14.13, 👯 
2016-11-02 09:49:30, 15069, 4458, 29.33, Mexicans 
2016-11-02 09:49:30, 70178, 27143, 13.11, Playground #recess #fun ‼️💩🍸💋💕 u the best 
2016-11-02 09:49:30, 47662, 5964, 36.37, 🍲 
2016-11-02 09:49:30, 68228, 24354, 10.77, 🍳🍳🍳 
2016-11-02 09:49:30, 38733, 35849, 16.30, I 😱 
2016-11-02 09:49:30, 38123, 377, 15.86, Food 
2016-11-02 09:49:30, 54891, 9977, 15.44, Tip at salon 
2016-11-02 09:49:30, 36932, 71808, 12.64, Uhaullllllll 
2016-11-02 09:49:30, 9888, 32328, 31.76, El chucho 
2016-11-02 09:49:30, 65519, 45079, 14.70, 🤑🤑🤑 
2016-11-02 09:49:30, 31574, 70848, 36.50, 🌊🌊🌊 
2016-11-02 09:49:30, 30203, 58648, 15.50, PTOWN HOUSE EXPENSES 
2016-11-02 09:49:30, 60478, 13645, 13.28, 哎哟喂 
2016-11-02 09:49:30, 50909, 74832, 1.46, Precious cargo shipment 
2016-11-02 09:49:30, 39465, 4195, 31.17, For gracing you with my presence 
2016-11-02 09:49:30, 36748, 75495, 44.02, 🍦 
2016-11-02 09:49:30, 52265, 3332, 3.89, Being miloooosh 
2016-11-02 09:49:30, 25208, 9677, 26.27, 🏇 
2016-11-02 09:49:30, 43138, 4955, 17.17, LIDL 
2016-11-02 09:49:30, 39858, 21119, 16.71, Walk of shame back bitchh 
2016-11-02 09:49:30, 18671, 43945, 21.47, 🍥 
2016-11-02 09:49:30, 52911, 23263, 8.43, November 1 Stadium cleanup + Whistler deposit 
2016-11-02 09:49:30, 2435, 79, 20.58, b 
2016-11-02 09:49:30, 3931, 13465, 7.32, HUB 
2016-11-02 09:49:30, 12507, 1870, 27.69, Pizza 
2016-11-02 09:49:30, 54944, 9997, 29.01, 素颜霜+ 
2016-11-02 09:49:30, 15989, 53595, 18.30, Boober! 
2016-11-02 09:49:30, 44488, 18890, 30.82, 🍕🍞 
2016-11-02 09:49:30, 19493, 18376, 27.61, Uber 
2016-11-02 09:49:30, 46321, 5627, 34.29, Grievenves 
2016-11-02 09:49:30, 12467, 5819, 22.01, for popping bottles. 
2016-11-02 09:49:30, 41682, 7851, 4.79, Drinks! 
2016-11-02 09:49:30, 14721, 8205, 3.30, Birthday brunch! 🎂🍳 
2016-11-02 09:49:30, 55698, 16654, 28.40, Send $30 back. 
2016-11-02 09:49:30, 24658, 12166, 14.34, 👗 
2016-11-02 09:49:30, 32389, 69150, 15.33, 🍕 
2016-11-02 09:49:30, 10298, 99, 14.71, 😐 
2016-11-02 09:49:30, 42617, 4875, 21.26, 🌚🌚🌚🌚 
2016-11-02 09:49:30, 13242, 10059, 19.89, 🏈🏉🏀 
2016-11-02 09:49:30, 45683, 7673, 18.49, 😍😍😍 
2016-11-02 09:49:30, 31251, 5157, 22.64, 👭 
2016-11-02 09:49:30, 15283, 39401, 23.71, When you put two and two together You figure out love's got four letters I shoulda known that when I met her But she had to spell it out for me After all that second guessing It's been a long hard history lesson Hell that's a class I got an F in But now I understand perfectly 
2016-11-02 09:49:30, 56249, 381, 35.11, Food 
2016-11-02 09:49:30, 54699, 3330, 16.69, Orlando's damn beard oil 
2016-11-02 09:49:30, 43376, 15925, 13.08, 🚐 
2016-11-02 09:49:30, 27977, 10747, 20.62, beer yo 
2016-11-02 09:49:30, 41062, 3111, 13.41, Will you be my wedding date? 
2016-11-02 09:49:30, 26809, 20563, 34.19, 🍝 
2016-11-02 09:49:30, 39917, 41280, 28.68, 🍩🍸🍴🍳 
2016-11-02 09:49:30, 22545, 68687, 33.48, 🍸 
2016-11-02 09:49:30, 40866, 926, 7.60, BIB 
2016-11-02 09:49:30, 45473, 62641, 7.70, 🍻 
2016-11-02 09:49:30, 1821, 24820, 17.46, Cab🚕 
2016-11-02 09:49:30, 76365, 64986, 20.72, Being lit af 
2016-11-02 09:49:30, 44786, 5289, 16.46, Dock crawl snap filter donation 🍺 
2016-11-02 09:49:30, 17932, 4212, 7.17, 🍽 
2016-11-02 09:49:30, 73002, 16372, 17.43, 💈💈💈 
2016-11-02 09:49:30, 31113, 5033, 5.22, Dinner 
2016-11-02 09:49:30, 42469, 10131, 24.09, 🍻 🍻 
2016-11-02 09:49:30, 26619, 5370, 16.43, 🤑 
2016-11-02 09:49:30, 52304, 3496, 15.76, 😏😍👚 
2016-11-02 09:49:30, 24127, 1311, 7.71, AM 🍳☕ 
2016-11-02 09:49:30, 62587, 55711, 37.69, A day at the races 
2016-11-02 09:49:30, 30382, 62225, 23.70, If you reject you lose 
2016-11-02 09:49:30, 19538, 6372, 40.18, The vaping mackelmore. 
2016-11-02 09:49:30, 11684, 8189, 28.48, 🍉🌊 
2016-11-02 09:49:30, 68467, 25021, 15.52, Uberrrrr 
2016-11-02 09:49:30, 58305, 35976, 17.45, Laundry 
2016-11-02 09:49:30, 37910, 3493, 30.26, Can't stop laughing 
